"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","Filter with 2 connections","Health Manager","Mon Nov 11 10:48:34 GMT 2024","skipped","Mon Nov 11 10:48:34 GMT 2024","","Should update the health status for protocols","",""
"","1","should return different streams if requested simultaniously","StreamManager","Mon Nov 11 10:45:37 GMT 2024","passed","Mon Nov 11 10:45:37 GMT 2024","","","",""
"","0","Error when try to subscribe to more than 101 topics (new limit)","Waku Filter V2: Subscribe: Single Service Node","Mon Nov 11 10:50:06 GMT 2024","passed","Mon Nov 11 10:50:06 GMT 2024","","","",""
"","3","Check received message containing short","Waku Filter V2: FilterPush","Mon Nov 11 10:49:23 GMT 2024","passed","Mon Nov 11 10:49:23 GMT 2024","","","",""
"","1","Subscribe at once to 10000 topics and publish messages","Waku Relay, Subscribe","Mon Nov 11 10:52:53 GMT 2024","passed","Mon Nov 11 10:52:53 GMT 2024","","","",""
"","0","should throw an error for non-numeric clusterId: /waku/2/rs//1","pubsubTopicToSingleShardInfo with various invalid formats","Mon Nov 11 10:45:21 GMT 2024","passed","Mon Nov 11 10:45:21 GMT 2024","","","",""
"","0","should correctly map /app/29/sometopic/someencoding to shard index 6","contentTopicToShardIndex","Mon Nov 11 10:45:21 GMT 2024","passed","Mon Nov 11 10:45:21 GMT 2024","","","",""
"","0","should return only bootstrap peers up to maxBootstrapPeers","filterPeersByDiscovery function","Mon Nov 11 10:45:37 GMT 2024","passed","Mon Nov 11 10:45:37 GMT 2024","","","",""
"","1","should not receive a peer event before start","Peer Exchange","Mon Nov 11 10:52:47 GMT 2024","passed","Mon Nov 11 10:52:47 GMT 2024","interface-peer-discovery compliance tests","Compliance Test","",""
"","0","Push message with content topic containing special chars","Waku Light Push: Multiple Nodes: Strict Check: true","Mon Nov 11 10:53:23 GMT 2024","passed","Mon Nov 11 10:53:23 GMT 2024","","","",""
"","0","should wait for Store peer to be connected","waitForRemotePeer","Mon Nov 11 10:46:02 GMT 2024","passed","Mon Nov 11 10:46:02 GMT 2024","","","",""
"","0","Push message with content topic containing escaped characters","Waku Light Push: Single Node","Mon Nov 11 10:52:19 GMT 2024","passed","Mon Nov 11 10:52:19 GMT 2024","","","",""
"","0","Subscribe to topic containing shell command and receive message","Waku Filter V2: Subscribe: Multiple Service Nodes: Strict Check mode: true","Mon Nov 11 10:54:53 GMT 2024","passed","Mon Nov 11 10:54:53 GMT 2024","","","",""
"","0","Push message with content topic containing XML","Waku Light Push: Multiple Nodes: Strict Check: true","Mon Nov 11 10:53:23 GMT 2024","passed","Mon Nov 11 10:53:23 GMT 2024","","","",""
"","1","Ping on subscribed peer","Waku Filter V2: Ping","Mon Nov 11 10:47:29 GMT 2024","passed","Mon Nov 11 10:47:29 GMT 2024","","","",""
"","0","numPeers=4 -- returns total 4 peers, with max 6 bootstrap peers","getPeers","Mon Nov 11 10:48:34 GMT 2024","passed","Mon Nov 11 10:48:34 GMT 2024","maxBootstrapPeers=6","getPeers with varying maxBootstrapPeers","",""
"","0","Generator, 2 different pubsubtopics","Waku Store (named sharding), custom pubsub topic","Mon Nov 11 10:54:13 GMT 2024","passed","Mon Nov 11 10:54:13 GMT 2024","","","",""
"","0","msgTime: -19000 ms from now, startTime: -19010, endTime: -18990","Waku Store, time filter","Mon Nov 11 10:54:48 GMT 2024","passed","Mon Nov 11 10:54:48 GMT 2024","","","",""
"","0","should throw an error for invalid PubsubTopic format: /waku/2/rs/1/2/extra","pubsubTopicToSingleShardInfo with various invalid formats","Mon Nov 11 10:45:21 GMT 2024","passed","Mon Nov 11 10:45:21 GMT 2024","","","",""
"","1","Add multiple subscription objects on single nwaku node","Waku Filter V2: Subscribe: Single Service Node","Mon Nov 11 10:50:06 GMT 2024","passed","Mon Nov 11 10:50:06 GMT 2024","","","",""
"","0","getPeersByDiscovery","Public methods","Mon Nov 11 10:47:03 GMT 2024","passed","Mon Nov 11 10:47:03 GMT 2024","","","",""
"","0","should retry on failure if specified","LightPush SDK","Mon Nov 11 10:46:02 GMT 2024","passed","Mon Nov 11 10:46:02 GMT 2024","","","",""
"","0","Subscribe to topic containing emoji and receive message","Waku Filter V2: Subscribe: Multiple Service Nodes: Strict Check mode: false","Mon Nov 11 10:54:53 GMT 2024","passed","Mon Nov 11 10:54:53 GMT 2024","","","",""
"","0","should be called for bootstrap peers","Dials","Mon Nov 11 10:46:29 GMT 2024","passed","Mon Nov 11 10:46:29 GMT 2024","For bootstrap peers","dialPeer method","",""
"","1","should correctly map /0/statusim/1/community/cbor to shard index 4","contentTopicToShardIndex","Mon Nov 11 10:45:21 GMT 2024","passed","Mon Nov 11 10:45:21 GMT 2024","","","",""
